repeat,seed,fold,method,accuracy,sensitivity,specificity,precision,mcc,f1,auc_roc,tp,tn,fp,fn
4,53,2,RBF-SVM,0.8191489361702128,0.8085106382978723,0.8297872340425532,0.8260869565217391,0.6384423980690614,0.8172043010752689,0.8931643277501131,38,39,8,9
4,53,2,Gradient Boosting,0.6595744680851063,0.6808510638297872,0.6382978723404256,0.6530612244897959,0.3194382824999699,0.6666666666666666,0.7301946582163875,32,30,17,15
4,53,2,Logistic Regression,0.7659574468085106,0.7872340425531915,0.7446808510638298,0.7551020408163265,0.5323971374999499,0.7708333333333334,0.7845178813942961,37,35,12,10
4,53,3,PCA64-SRC (initial reference),0.851063829787234,0.8723404255319149,0.8297872340425532,0.8367346938775511,0.7027642214999339,0.8541666666666666,0.9130828429153462,41,39,8,6
4,53,3,AntiDMPpred-RF (reimplemented),0.7446808510638298,0.851063829787234,0.6382978723404256,0.7017543859649122,0.5008290897557436,0.7692307692307693,0.8607967406066093,40,30,17,7
4,53,3,RBF-SVM,0.8085106382978723,0.8085106382978723,0.8085106382978723,0.8085106382978723,0.6170212765957447,0.8085106382978723,0.8646446355817111,38,38,9,9
4,53,3,Gradient Boosting,0.776595744680851,0.851063829787234,0.7021276595744681,0.7407407407407407,0.5594309277855157,0.7920792079207921,0.7795382526029877,40,33,14,7
4,53,3,Logistic Regression,0.7340425531914894,0.723404255319149,0.7446808510638298,0.7391304347826086,0.4681910919173118,0.7311827956989247,0.7908555907650521,34,35,12,13
4,53,4,PCA64-SRC (initial reference),0.6702127659574468,0.6808510638297872,0.6595744680851063,0.6666666666666666,0.3405026123034995,0.6736842105263158,0.7994567677682209,32,31,16,15
4,53,4,AntiDMPpred-RF (reimplemented),0.6808510638297872,0.7021276595744681,0.6595744680851063,0.673469387755102,0.3620300534999659,0.6875,0.759167043911272,33,31,16,14
4,53,4,RBF-SVM,0.7340425531914894,0.6808510638297872,0.7872340425531915,0.7619047619047619,0.4707565417620042,0.7191011235955056,0.797193300135808,32,37,10,15
4,53,4,Gradient Boosting,0.6276595744680851,0.6595744680851063,0.5957446808510638,0.62,0.25584085962673253,0.6391752577319587,0.7238569488456316,31,28,19,16
4,53,4,Logistic Regression,0.6595744680851063,0.7659574468085106,0.5531914893617021,0.631578947368421,0.32662766723200665,0.6923076923076923,0.691715708465369,36,26,21,11
