repeat,seed,fold,dimension,selected,mode,alpha,mcc
3,41,1,32,False,pca32,0.001,0.4060872620514217
3,41,1,32,True,pca32,0.005,0.42209463605448594
3,41,1,32,False,pca32,0.01,0.41168040104422027
3,41,1,32,False,pca32,0.02,0.4113225769655083
3,41,1,64,False,pca64,0.001,0.4643882848280764
3,41,1,64,False,pca64,0.005,0.4643882848280764
3,41,1,64,False,pca64,0.01,0.47568904586590594
3,41,1,64,True,pca64,0.02,0.48059388537185843
3,41,1,128,False,pca128,0.001,0.48014409970889343
3,41,1,128,False,pca128,0.005,0.474811437577395
3,41,1,128,True,pca128,0.01,0.4907125970955758
3,41,1,128,False,pca128,0.02,0.474811437577395
3,41,2,16,False,pca16,0.001,0.35739052039192676
3,41,2,16,True,pca16,0.005,0.37823253675518254
3,41,2,16,False,pca16,0.01,0.3569236614450314
3,41,2,16,False,pca16,0.02,0.3569236614450314
3,41,2,32,False,pca32,0.001,0.41820020439615374
3,41,2,32,False,pca32,0.005,0.4287875513428918
3,41,2,32,False,pca32,0.01,0.4393748982896299
3,41,2,32,True,pca32,0.02,0.4447495899966607
3,41,2,64,False,pca64,0.001,0.471004967995846
3,41,2,64,False,pca64,0.005,0.48148148148148145
3,41,2,64,False,pca64,0.01,0.5026455026455027
3,41,2,64,True,pca64,0.02,0.5026736478665699
3,41,2,128,False,pca128,0.001,0.47155999340180355
3,41,2,128,False,pca128,0.005,0.4767312946227962
3,41,2,128,False,pca128,0.01,0.48215684718611374
3,41,2,128,True,pca128,0.02,0.4875990248029256
3,41,3,16,False,pca16,0.001,0.30688260245724175
3,41,3,16,False,pca16,0.005,0.31216931216931215
3,41,3,16,False,pca16,0.01,0.3069169735837937
3,41,3,16,True,pca16,0.02,0.31223924844668444
3,41,3,32,False,pca32,0.001,0.33866700533384136
3,41,3,32,False,pca32,0.005,0.3546761227157253
3,41,3,32,False,pca32,0.01,0.3599143281694886
3,41,3,32,True,pca32,0.02,0.3705000437038853
3,41,3,64,False,pca64,0.001,0.43917802918868737
3,41,3,64,False,pca64,0.005,0.4497606323016678
3,41,3,64,False,pca64,0.01,0.4497606323016678
3,41,3,64,True,pca64,0.02,0.4763571990478525
3,41,3,128,False,pca128,0.001,0.4920910447535895
3,41,3,128,False,pca128,0.005,0.5026736478665699
3,41,3,128,False,pca128,0.01,0.5026736478665699
3,41,3,128,True,pca128,0.02,0.5132562509795503
3,41,4,16,False,pca16,0.001,0.386785163127322
3,41,4,16,False,pca16,0.005,0.386785163127322
3,41,4,16,False,pca16,0.01,0.3761883093430118
3,41,4,16,True,pca16,0.02,0.3921992156023532
3,41,4,32,False,pca32,0.001,0.42895587306647914
3,41,4,32,False,pca32,0.005,0.4287875513428918
3,41,4,32,True,pca32,0.01,0.4392518240860137
